  
       XFOIL         Version 6.99
  
 Calculated polar for: AG45ct -02f                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.0703   0.01418   0.00629  -0.0269   1.0000   1.0000
  -1.500  -0.0215   0.01412   0.00544  -0.0260   1.0000   1.0000
  -1.000   0.0256   0.01417   0.00496  -0.0251   1.0000   1.0000
  -0.500   0.0703   0.01440   0.00485  -0.0242   1.0000   1.0000
   0.000   0.1110   0.01493   0.00511  -0.0236   1.0000   1.0000
   0.500   0.1505   0.01582   0.00581  -0.0237   1.0000   1.0000
   1.000   0.1892   0.01709   0.00694  -0.0249   1.0000   1.0000
   1.500   0.3233   0.01844   0.00835  -0.0426   0.9446   1.0000
   2.000   0.4418   0.01891   0.00903  -0.0534   0.8773   1.0000
   2.500   0.5078   0.01945   0.00966  -0.0522   0.8107   1.0000
   3.000   0.5550   0.02033   0.01051  -0.0475   0.7460   1.0000
   3.500   0.5987   0.02155   0.01175  -0.0428   0.6812   1.0000
   4.000   0.6430   0.02255   0.01275  -0.0383   0.6177   1.0000
   4.500   0.6884   0.02337   0.01357  -0.0341   0.5539   1.0000
   5.000   0.7345   0.02440   0.01462  -0.0303   0.4881   1.0000
   5.500   0.7809   0.02574   0.01587  -0.0268   0.4219   1.0000
   6.000   0.8272   0.02754   0.01765  -0.0238   0.3556   1.0000
   6.500   0.8723   0.03005   0.02026  -0.0213   0.2921   1.0000
   7.000   0.9164   0.03322   0.02362  -0.0190   0.2355   1.0000
   7.500   0.9593   0.03708   0.02749  -0.0167   0.1873   1.0000
   8.000   0.9939   0.04325   0.03448  -0.0148   0.1527   1.0000
   8.500   1.0212   0.05070   0.04260  -0.0133   0.1305   1.0000
   9.000   1.0355   0.06010   0.05271  -0.0127   0.1189   1.0000
   9.500   1.0117   0.07327   0.06671  -0.0156   0.1186   1.0000
  10.000   0.9816   0.08648   0.08018  -0.0206   0.1207   1.0000
  11.000   0.6716   0.13390   0.12717  -0.0515   0.2978   1.0000
  11.500   0.6671   0.14091   0.13421  -0.0521   0.2835   1.0000
  12.000   0.6610   0.14690   0.14022  -0.0528   0.2688   1.0000
  12.500   0.6526   0.15122   0.14457  -0.0530   0.2489   1.0000
  13.000   0.6520   0.15650   0.14990  -0.0532   0.2336   1.0000
  13.500   0.6499   0.16165   0.15508  -0.0541   0.2218   1.0000
  14.000   0.6528   0.16705   0.16053  -0.0549   0.2065   1.0000
  14.500   0.6552   0.17241   0.16595  -0.0561   0.1931   1.0000
  15.000   0.6590   0.17831   0.17189  -0.0576   0.1841   1.0000
