  
       XFOIL         Version 6.99
  
 Calculated polar for: AG47ct  -02f rot.                               
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.1004   0.00802   0.00187  -0.0211   1.0000   0.0382
  -1.500  -0.0466   0.00689   0.00138  -0.0210   1.0000   0.2030
  -1.000   0.0038   0.00498   0.00124  -0.0206   1.0000   0.7128
  -0.500   0.0630   0.00429   0.00117  -0.0204   0.9940   1.0000
   0.000   0.1390   0.00445   0.00098  -0.0240   0.8560   1.0000
   0.500   0.1882   0.00498   0.00093  -0.0219   0.7443   1.0000
   1.000   0.2416   0.00534   0.00099  -0.0211   0.6948   1.0000
   1.500   0.2961   0.00555   0.00103  -0.0205   0.6364   1.0000
   2.000   0.3500   0.00592   0.00108  -0.0199   0.5528   1.0000
   2.500   0.4035   0.00648   0.00123  -0.0194   0.4439   1.0000
   3.000   0.4569   0.00721   0.00151  -0.0191   0.3234   1.0000
   3.500   0.5103   0.00801   0.00188  -0.0189   0.2177   1.0000
   4.000   0.5641   0.00876   0.00237  -0.0187   0.1464   1.0000
   4.500   0.6177   0.00953   0.00294  -0.0184   0.1001   1.0000
   5.000   0.6714   0.01028   0.00365  -0.0181   0.0719   1.0000
   5.500   0.7246   0.01114   0.00447  -0.0177   0.0519   1.0000
   6.000   0.7769   0.01229   0.00573  -0.0172   0.0378   1.0000
   6.500   0.8281   0.01378   0.00734  -0.0165   0.0276   1.0000
   7.000   0.8801   0.01492   0.00869  -0.0159   0.0231   1.0000
   7.500   0.9267   0.01786   0.01194  -0.0148   0.0185   1.0000
   8.000   0.9752   0.02010   0.01456  -0.0138   0.0166   1.0000
   8.500   1.0227   0.02211   0.01686  -0.0131   0.0141   1.0000
   9.000   1.0499   0.03029   0.02596  -0.0116   0.0121   1.0000
   9.500   1.0824   0.03524   0.03160  -0.0106   0.0113   1.0000
  10.000   1.0861   0.04510   0.04238  -0.0109   0.0106   1.0000
